,host_id,host_is_superhost,neighbourhood,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating,price
14175,335570948,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,2,4.5,$50.00
4966,7808064,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,62,4.82,$49.00
10777,201741093,f,,Entire rental unit,Entire home/apt,6,,1 bath,2.0,5.0,0,,$105.00
13836,10724081,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$28.00
2220,6797428,t,,Entire rental unit,Entire home/apt,4,,1 bath,3.0,3.0,158,4.77,$134.00
5958,146682595,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,173,4.86,$105.00
11221,399189671,f,,Entire rental unit,Entire home/apt,4,,1.5 baths,3.0,3.0,6,5.0,$60.00
10791,346367515,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,0,,$152.00
9392,334946343,f,"Barcelona , Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,5.0,5.0,0,,$121.00
13375,2202284,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,3,4.67,$65.00
2376,8130906,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,59,4.56,$277.00
13116,424332590,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$48.00
4544,9456665,f,,Private room in rental unit,Private room,2,,1 private bath,1.0,2.0,1,5.0,$81.00
11076,406135197,f,,Entire rental unit,Entire home/apt,4,,2 baths,3.0,3.0,0,,$93.00
9039,26193907,t,,Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,6,5.0,$235.00
13900,465410055,t,,Entire condo,Entire home/apt,4,,1 bath,1.0,2.0,21,4.71,$99.00
14626,472651894,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,4,4.0,$110.00
8181,480528,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,9,4.67,$86.00
13397,295981479,f,,Private room in rental unit,Private room,2,,2 baths,1.0,1.0,7,4.43,$67.00
3881,119893767,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,3,,1 private bath,1.0,2.0,16,4.31,$59.00
4213,134698146,f,,Entire rental unit,Entire home/apt,3,,1.5 baths,1.0,2.0,26,3.88,$103.00
4330,9670576,f,"Barcelona, CT, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$40.00
5105,4459553,f,"BARCELONA, city, Spain",Entire rental unit,Entire home/apt,3,,1 bath,1.0,3.0,68,4.64,$215.00
99,368317,f,,Entire rental unit,Entire home/apt,4,,1 bath,4.0,4.0,1,4.0,$63.00
6358,1095802,f,,Entire rental unit,Entire home/apt,5,,2 baths,2.0,5.0,0,,$65.00
14811,227576812,f,,Private room in rental unit,Private room,3,,1 shared bath,1.0,2.0,17,4.65,$28.00
1767,27951425,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,4.0,7,4.83,$91.00
4166,128959838,f,,Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,32,4.78,$256.00
1644,26471057,f,,Private room in rental unit,Private room,1,,Half-bath,1.0,1.0,0,,$75.00
3219,21472437,f,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,5,,1 bath,1.0,3.0,248,4.68,$84.00
5074,8457402,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,142,4.7,$70.00
1241,14227531,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,2,,1 bath,2.0,2.0,233,4.91,$99.00
15075,192649024,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,5,4.6,$55.00
8217,249826506,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,9,5.0,$35.00
731,4217311,t,"Barcelona, Cataluña, Catalonia, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,179,4.93,$153.00
5773,192436908,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,0,,$133.00
4995,4085156,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,6,4.33,$159.00
2185,336524176,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,4.0,2,5.0,$125.00
599,5721224,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,124,4.56,$105.00
9033,396363,f,,Entire rental unit,Entire home/apt,6,,2 baths,2.0,4.0,12,3.67,$125.00
5104,4396136,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,18,4.44,$91.00
4653,10704,f,"Barcelona, Catalunya, Spain",Room in serviced apartment,Hotel room,3,,1 bath,2.0,2.0,7,4.5,$70.00
11084,175128252,f,,Room in hotel,Private room,2,,1 private bath,1.0,1.0,0,,"$1,490.00"
11844,220949687,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,2.0,3.0,3,5.0,$30.00
1968,6028483,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,3.0,5.0,4,4.5,$120.00
10480,388714704,f,"Barcelona, Catalunya, Spain",Room in boutique hotel,Private room,4,,1 shared bath,1.0,1.0,5,4.2,$111.00
14991,193874212,f,,Entire rental unit,Entire home/apt,2,,1 bath,2.0,2.0,0,,$56.00
13633,394270439,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,21,4.48,$94.00
7084,91048534,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,1.0,1.0,2,5.0,$90.00
13833,13530812,f,,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,5,4.4,$59.00
14623,429922229,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,12,4.5,$71.00
9948,96337383,f,"Barcelona, Catalunya, Spain",Private room in bed and breakfast,Private room,2,,1 private bath,1.0,1.0,3,5.0,$117.00
6236,1391607,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,57,4.51,$90.00
7587,246631001,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,4.0,5.0,0,,$175.00
2000,38532223,f,,Private room in rental unit,Private room,2,,2 baths,1.0,1.0,10,4.4,$20.00
12780,400232502,t,"Barcelona, Catalonia, Spain",Private room in condo,Private room,1,,2 shared baths,1.0,1.0,13,4.62,$20.00
8862,54542785,f,"Barcelona, Catalunya, Spain",Private room in home,Private room,1,,1.5 baths,1.0,1.0,0,,$45.00
10731,1391607,f,,Entire rental unit,Entire home/apt,5,,1 bath,3.0,3.0,23,4.35,$72.00
4991,4085156,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,14,4.36,$132.00
12388,225951625,f,"Barcelona, Catalunya, Spain",Private room in loft,Private room,1,,1 bath,1.0,1.0,2,4.0,$16.00
14614,358662774,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,2 baths,1.0,1.0,29,4.97,$35.00
8081,280166286,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,139,4.56,$31.00
1284,9003091,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,29,4.37,$18.00
11966,420938544,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,2,,1 shared bath,1.0,1.0,0,,$51.00
7595,267521404,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,66,4.44,$41.00
1130,5543127,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,6,,2 baths,2.0,5.0,406,4.77,$131.00
7171,258720354,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,6,,1.5 baths,2.0,4.0,161,4.62,$198.00
4092,5032296,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,98,4.78,$50.00
12578,270230553,f,,Entire villa,Entire home/apt,7,,1 bath,4.0,5.0,0,,$254.00
1228,2151490,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,2.0,4.0,84,4.84,$287.00
3885,17514775,t,"Barcelona, Catalunya, Spain",Private room in home,Private room,2,,1 private bath,1.0,2.0,57,4.71,$72.00
7512,224618386,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,7,,2 baths,3.0,6.0,0,,$116.00
12843,65138270,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,8,4.38,$119.00
14180,61297251,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,0,,$58.00
7701,49095152,t,"Barcelona, Catalunya, Spain",Room in boutique hotel,Hotel room,4,,1 private bath,1.0,2.0,4,4.75,$186.70
12834,21726991,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,7,,2 baths,3.0,4.0,0,,$300.00
5186,18219353,f,,Private room in rental unit,Private room,2,,1 shared bath,,1.0,22,4.36,$15.00
13216,432993130,t,,Entire rental unit,Entire home/apt,2,,1 bath,2.0,2.0,4,5.0,$70.00
11343,414024648,f,,Room in hotel,Private room,2,,1 shared bath,,2.0,0,,$116.00
7615,1140790,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,6,,2 baths,2.0,4.0,3,4.67,$60.00
14227,418190386,f,"Barcelona, Catalunya, Spain",Private room in condo,Private room,2,,2 baths,1.0,1.0,5,5.0,$95.00
7007,238884286,f,"Barcelona, Catalunya, Spain",Room in serviced apartment,Hotel room,5,,1 bath,2.0,4.0,1,5.0,$143.00
5760,170513081,f,,Entire rental unit,Entire home/apt,6,,1 bath,2.0,5.0,225,4.27,$141.00
9810,363074093,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,2,,1 private bath,1.0,2.0,1,5.0,$86.00
2153,40676061,t,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,143,4.83,$147.00
4322,1501669,t,"Barcelona, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,204,4.82,$29.00
11062,175128252,f,,Room in hotel,Private room,2,,1 private bath,1.0,1.0,0,,"$1,490.00"
11673,29095769,t,"Barcelona, Catalunya, Spain",Private room in serviced apartment,Private room,2,,2 shared baths,2.0,2.0,4,5.0,$114.00
8857,113495710,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,2,3.0,$25.00
9907,299462,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,29,4.34,$77.00
6750,71537343,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,1,5.0,$50.00
8007,65104983,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,22,4.59,$47.00
10813,339735387,f,"Barcelona, Catalunya, Spain",Private room in serviced apartment,Private room,3,,1.5 shared baths,1.0,2.0,68,4.44,$109.00
12719,447205324,f,"Barcelona, Catalunya, Spain",Shared room in hostel,Shared room,1,,2 shared baths,1.0,26.0,51,4.51,$18.00
4398,49286068,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$45.00
14944,32037490,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,6,4.0,$193.00
13519,441187279,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,4.0,4.0,2,5.0,$140.00
15725,367041953,f,,Private room in rental unit,Private room,2,,2 shared baths,1.0,1.0,0,,$36.00
7966,1114250,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,50,4.94,$47.00
5270,178392708,f,,Entire rental unit,Entire home/apt,8,,2.5 baths,4.0,4.0,40,4.55,$346.00
14879,36607755,f,,Private room in rental unit,Private room,2,,3 shared baths,1.0,1.0,0,,$29.00
2760,64058122,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,1,5.0,$25.00
5766,158059378,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,3,,1 shared bath,1.0,1.0,48,4.3,$31.00
6586,230335402,f,,Private room in rental unit,Private room,4,,1 private bath,1.0,2.0,0,,$70.00
13086,450924555,f,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,2,,1 bath,,1.0,0,,$50.00
3929,42626648,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,9,4.67,$36.00
4530,36981460,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,1,,1 shared bath,3.0,1.0,0,,$44.00
5738,188520846,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,8,4.75,$55.00
2690,58195161,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,1,,1 bath,1.0,1.0,0,,$20.00
2900,38082619,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,3,,1 private bath,1.0,3.0,178,4.83,$43.00
6656,221136615,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,1,5.0,$40.00
13742,5170597,f,,Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,19,4.53,$170.00
9677,66296022,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,2,5.0,$63.00
229,2608724,t,"Barcelona, Cataluna, Spain",Entire rental unit,Entire home/apt,9,,2 baths,3.0,8.0,299,4.95,$169.00
2186,42906962,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,18,4.56,$35.00
3689,115298647,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,153,4.7,$35.00
792,478821,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,10,,2 baths,4.0,8.0,146,4.75,$192.00
1614,26729391,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,68,4.96,$141.00
8998,330160731,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,2 baths,1.0,,0,,$49.00
1335,582060,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,3 baths,3.0,6.0,158,4.8,$116.00
5952,144775738,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,7,,2 baths,4.0,6.0,10,4.7,$139.00
133,1906952,t,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,310,4.75,$44.00
7241,256662485,f,,Entire rental unit,Entire home/apt,6,,1 bath,2.0,2.0,9,4.78,$79.00
5962,30895054,f,"Barcelona, CT, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,4.0,5,4.8,$37.00
8090,178208020,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,2.0,3.0,109,4.94,$180.00
9378,267600211,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,2.0,5,4.4,$289.00
13122,114398059,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,4,4.75,$33.00
9052,1310304,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,2,4.0,$42.00
8558,302714385,t,"Barcelona, Catalonia, Spain",Entire serviced apartment,Entire home/apt,7,,2 baths,3.0,5.0,94,4.78,$196.00
8190,39455800,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$30.00
2527,1093718,f,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,12,4.58,$28.00
13724,394998732,f,,Private room in rental unit,Private room,2,,2 shared baths,1.0,1.0,11,4.82,$40.00
1916,10701150,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,109,4.72,$40.00
4441,142610768,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,3,4.0,$40.00
10094,14544418,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,5,3.8,$179.00
15704,325879968,t,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,0,,$60.00
13692,420415595,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,13,4.92,$17.00
8124,281729072,f,,Private room in rental unit,Private room,3,,1 shared bath,1.0,2.0,0,,$75.00
11910,423046896,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,6,4.33,$68.00
15355,462551773,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,5,,1.5 shared baths,2.0,3.0,0,,$76.00
6764,234256283,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,9,4.78,$42.00
1534,396363,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,26,4.29,$100.00
5713,10547296,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,0,,$150.00
5204,3348832,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,15,4.67,$200.00
3356,89109224,t,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,10,4.8,$99.00
5208,396363,f,,Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,53,4.57,$238.00
4261,95098626,f,"Barcelona, Catalunya, Spain",Shared room in loft,Shared room,1,,1 shared bath,1.0,1.0,0,,$30.00
7392,139801916,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,4,,1 private bath,2.0,2.0,8,4.71,$38.00
12872,209966725,f,,Entire condo,Entire home/apt,6,,1 bath,2.0,4.0,1,5.0,$70.00
743,9649482,t,"Barcelona, Catalonia, Spain",Private room in home,Private room,2,,1.5 shared baths,1.0,1.0,179,4.72,$71.00
69,542867,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,218,4.45,$75.00
4193,128959838,f,,Entire rental unit,Entire home/apt,6,,1 bath,2.0,4.0,26,4.69,$202.00
3588,22076771,t,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,8,4.57,$70.00
12867,365078872,f,"Barcelona, Catalunya, Spain",Entire guest suite,Entire home/apt,2,,1 bath,1.0,1.0,10,4.3,$91.00
14116,467933645,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,22,4.5,$125.00
11542,397204561,f,"Barcelona, Catalonia, Spain",Private room in hostel,Private room,2,,1 shared bath,1.0,1.0,15,4.53,$82.00
10032,81232989,f,,Room in boutique hotel,Private room,2,,1 private bath,1.0,1.0,42,4.43,$164.00
7255,35936647,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,4.0,5.0,63,4.71,$239.00
6170,14234832,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,8,4.88,$59.00
8520,60874180,f,,Private room in hostel,Private room,3,,1 private bath,1.0,3.0,7,4.0,$91.00
14312,471646754,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,18,4.61,$84.00
9243,237151305,f,,Private room in hostel,Private room,8,,1 shared bath,1.0,8.0,5,4.6,$222.00
15697,373473142,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,0,,$29.00
5657,184993404,f,"., Barcelona, Spain",Room in boutique hotel,Private room,3,,1 private bath,1.0,2.0,164,4.67,$121.00
13253,443056621,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,3.0,3.0,12,3.67,$85.00
9400,1310304,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,3,3.67,$47.00
14368,194270248,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,10,,2 baths,4.0,5.0,16,4.94,$284.00
15226,481071997,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$40.00
15282,47171261,f,,Entire serviced apartment,Entire home/apt,4,,2 baths,2.0,3.0,1,3.0,$146.00
8265,61360206,t,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,2,5.0,$200.00
6125,201254392,t,,Entire condo,Entire home/apt,6,,2 baths,3.0,6.0,106,4.76,$283.00
10295,367613585,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,2.0,15,4.8,$201.00
12884,21726991,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,2 baths,2.0,4.0,0,,$235.00
3905,12962490,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,34,4.62,$25.00
9106,14002195,t,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,4,5.0,$220.00
10702,78288834,f,,Private room in rental unit,Private room,2,,1 shared bath,2.0,2.0,0,,$22.00
11276,1361670,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,,1,5.0,$99.00
12352,280627266,t,,Entire rental unit,Entire home/apt,2,,2.5 baths,2.0,3.0,20,4.9,$126.00
15581,488049280,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,0,,$32.00
9802,141315541,f,,Private room in bed and breakfast,Private room,1,,1 private bath,1.0,1.0,26,4.81,$39.00
9360,3962511,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,4,4.75,$40.00
8632,265193861,f,,Entire rental unit,Entire home/apt,5,,1 bath,3.0,5.0,0,,$130.00
3105,75515551,f,"Barcelona, CT, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,21,4.43,$60.00
10461,207931084,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,28,4.61,$35.00
3827,10693680,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,4.0,4.0,1,5.0,$75.00
8364,296515283,f,,Shared room in bed and breakfast,Shared room,6,,1 shared bath,1.0,6.0,4,3.5,$22.00
11633,4258344,t,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,15,4.6,$73.00
10604,503457,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,2.0,1.0,1,5.0,$33.00
14139,255777870,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,21,3.81,$22.00
739,3123165,t,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,385,4.64,$52.00
12471,442326369,t,,Room in boutique hotel,Private room,2,,1 private bath,1.0,1.0,91,4.81,$84.00
15219,461185745,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,1 bath,2.0,2.0,0,,$500.00
9101,231456318,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,7,,2 baths,4.0,4.0,33,4.58,$144.00
3002,51617231,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,48,4.54,$35.00
14423,115783949,f,,Entire rental unit,Entire home/apt,4,,2 baths,3.0,4.0,0,,$32.00
10597,390667970,f,,Entire rental unit,Entire home/apt,4,,1.5 baths,2.0,4.0,49,4.76,$74.00
3742,43191688,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,4,4.75,$200.00
1540,299462,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,84,4.3,$81.00
5996,160554212,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,7,,2 baths,3.0,6.0,85,4.55,$120.00
5696,193874212,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,14,4.29,$107.00
7249,55467975,t,,Private room in condo,Private room,2,,1.5 shared baths,1.0,1.0,36,4.81,$45.00
747,3775349,f,"Barcelona, Catalonia, Spain",Entire serviced apartment,Entire home/apt,6,,2 baths,3.0,6.0,4,5.0,$221.00
6802,21873399,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,2,5.0,$146.00
1733,121825,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,13,4.64,$98.00
240,3479346,t,"Barcelona, Catalonia, Spain",Entire townhouse,Entire home/apt,10,,5.5 baths,4.0,6.0,216,4.83,$326.00
2382,299462,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,,2.0,196,4.66,$74.00
14471,4472095,f,,Private room in condo,Private room,1,,1 bath,1.0,1.0,1,1.0,$25.00
9659,352327783,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,29,4.69,$36.00
4040,83980731,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,28,4.54,$38.00
4426,14120404,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,142,4.81,$104.00
242,3481371,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,231,4.9,$120.00
7994,54310958,t,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,2,,1 bath,,1.0,6,4.17,$114.00
3308,47371640,f,,Shared room in floor,Shared room,1,,1 shared bath,1.0,2.0,0,,$40.00
3810,32037490,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,2.0,138,4.48,$122.00
10367,5843487,t,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,4,5.0,$49.00
4938,162349823,f,"Barcelona, Catalunya, Spain",Private room in floor,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$9.00
9213,339889754,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,2.0,0,,$50.00
5440,10547296,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,,2.0,7,4.71,$80.00
11873,394270439,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,9,,4 baths,4.0,5.0,47,4.3,$175.00
11280,10648048,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,4,4.75,$117.00
9045,178208020,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,5.0,83,4.94,$210.00
6632,232482290,f,"Barcelona, Spain",Room in boutique hotel,Hotel room,2,,1 bath,1.0,1.0,0,,$140.00
6900,20003337,f,"Barcelona, Spain",Private room in bed and breakfast,Private room,2,,0 shared baths,1.0,1.0,14,4.86,$84.00
121,2738055,f,"Barcelona, Catalonia, Spain",Entire loft,Entire home/apt,3,,1 bath,1.0,1.0,338,4.74,$71.00
5256,39261812,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,26,4.35,$17.00
11853,281663581,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,6,4.83,$60.00
4610,9057850,t,,Private room in rental unit,Private room,1,,1 private bath,1.0,1.0,8,4.63,$30.00
2092,12954600,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,3 baths,4.0,5.0,79,4.77,$190.00
